id,source,title,type,transaction,price,priceDisplay,currency,area,pricePerM2,location,province,district,lat,lng,bedrooms,bathrooms,floors,frontage,description,imageUrl,url,postedAt,scrapedAt
chotot-130563594,chotot,Nhà Đẹp Q4 TPHCM,Townhouse,SALE,4500000000,"4,5 tỷ",VND,17.5,257142857,"Đường Số 20, Quận 4, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận 4,10.755342,106.70354,2,3,5,2.5,"Nhà chính chủ đường số p4 q4
/-flag DT 17,5m2 ngang 2,5m Dài 7m
- Trệt Lửng 2 Lầu sân thượng
+ Nhà hoàn công đủ BTCT
Hẻm trước nhà 6m xe 🚗 đỗ sát nhà
Sổ đang vay bank 2 tỷ 
Giá 4,5 tỷ Tl chính chủ 
 ☎️ *** Lê Bằng 
Chuyên Mua Bán Ký Gửi Nhà Đất",https://cdn.chotot.com/mhi9aDYoc4xTb9PPToR1sJVBQYwOM2YRPzkDuH3y_ks/preset:listing/plain/5435aaba276e30f9abd12411595a795f-2969125222153191459.jpg,https://www.chotot.com/130563594.htm,2026-04-10T15:23:45.000Z,2026-04-10T15:34:27.366Z
chotot-131614880,chotot,Cần bán gấp nhà 3 tầng - Ngay KDT Vạn Phúc - Ql13 Hiệp Bình Phước,Townhouse,SALE,10600000000,"10,6 tỷ",VND,80.0998,132334912,"Đường Quốc lộ 13, Thành phố Thủ Đức, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Thành phố Thủ Đức,10.835623,106.71386,5,5,3,4.5,"CHỦ GIẢM THÊM 300 TRIỆU CẦN BÁN GẤP Ạ!
* Với vị trí chỉ cách Quốc Lộ 13 chừng 200 thuận tiện di chuyển về Sân Bay & TTTP, cách KĐT Vạn Phúc 20m, gần trường học Nguyễn Khuyến, xung quanh đầy đủ tiện ích.
- Nhà gần sông Sài Gòn mát mẻ.
- Dãy nhà đồng bộ, xe hơi 7 chỗ ra vào, ăn ninh, yên tĩnh.
- Chủ để lại toàn bộ nội thất.
- Diện tích: 4,5m x 17,82m full thổ( chiều ngang lý tưởng nhà rộng thoáng).
- Xây dựng: 1 trệt 2 lầu sân thượng, sân xe hơi 7c, p khách, p bếp, sân sau, 4 p ngủ, 5wc, p thờ.
- Giá mới: 10.6 tỷ còn TL.
- Liên hệ: PTN Hợp Phát.",https://cdn.chotot.com/xUpKex9wBlk7pPpjfPJH4tVvbuvHJ2uYrFo7LC4Gcbs/preset:listing/plain/7c565cfbf10b53626ae531e1d5899d35-2978415555546404567.jpg,https://www.chotot.com/131614880.htm,2026-04-10T15:23:35.000Z,2026-04-10T15:34:27.366Z
chotot-131609230,chotot,NHÀ ĐẸP HXH NGAY EMARK - PHAN HUY ÍCH GIÁP TÂN BÌNH - 4X13,Townhouse,SALE,4900000000,"4,9 tỷ",VND,52,94230769,"Đường Phan Huy Ích, Quận Gò Vấp, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận Gò Vấp,10.837349,106.636284,2,3,,,"NHÀ ĐẸP HXH PHAN HUY ÍCH - NGAY EMART - 4x13M
​Vị trí: Ngay siêu thị Emart, giáp Tân Bình. Hẻm xe hơi thông, khu an ninh sạch sẽ.
​Diện tích: 4m x 13m (chuẩn đẹp, vuông vức).
​Kết cấu: Nhà đẹp, kiên cố, vào ở ngay. Tiện ích vây quanh không thiếu thứ gì.
​Giá: 4,9 tỷ (Thương lượng chính chủ).
​Pháp lý: Sổ hồng riêng, sang tên ngay.",https://cdn.chotot.com/BwkUTeDNJbwNqhbze65u3XmFeT5wp-uLU7PQmwHgKD8/preset:listing/plain/9005c654c0d5218e961fcebfca688f59-2978343128233039575.jpg,https://www.chotot.com/131609230.htm,2026-04-10T15:23:25.000Z,2026-04-10T15:34:27.366Z
chotot-131337029,chotot,HIẾM! 4.95 TỶ SỞ HỮU NHÀ 3PN GÒ VẤP – 4X14m HIẾM TRONG TẦM GIÁ,Townhouse,SALE,4950000000,"4,95 tỷ",VND,56,88392857,"Đường Thống Nhất, Quận Gò Vấp, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận Gò Vấp,10.842343,106.664734,3,,,4,"Dự án: 
Thông tin chi tiết: 👉 Vị trí: Hẻm Thống Nhất, P16, Gò Vấp – khu dân cư ổn định, tiện di chuyển
	•	Diện tích: 4m x 14m (CN 56m²)
	•	Kết cấu: 1 trệt 1 lầu
	•	Công năng: 3 phòng ngủ, phòng khách, bếp – phù hợp gia đình ở lâu dài
	•	Nhà còn đẹp – dọn vào ở ngay, không cần sửa

💰 Giá: 4 tỷ 950 (còn bớt lộc)

⚡ Lý do nên mua:
	•	Tầm tiền dưới 5 tỷ mà có 3PN + diện tích chuẩn là rất hiếm
	•	Tránh mất thêm 200–300tr sửa nhà như mấy căn giá rẻ khác
	•	Khu ở yên tĩnh, phù hợp an cư lâu dài

📞 Liên hệ *** Trần Hà",https://cdn.chotot.com/9FhkmWUFvAoJEZG4QsG-_aYfohSa_OXFmQx9MDd6zzk/preset:listing/plain/47cb015535ea51fa50d16c6d700c6f81-2976412357684741664.jpg,https://www.chotot.com/131337029.htm,2026-04-10T15:23:15.000Z,2026-04-10T15:34:27.366Z
chotot-130262139,chotot,"NHÀ RẺ ĐẸP ĐƯỜNG HT 17, P. TÂN THỚI HIỆP ĐÚC MỘT TRỆT, MỘT LẦU",Townhouse,SALE,1450000000,"1,45 tỷ",VND,33,43939394,"HT 17, Quận 12, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận 12,10.860367,106.64387,2,,,5.5,"Bán gấp nhà đẹp rẻ tại phường Tân Thới Hiệp( Hiệp Thành, Quận 12 cũ):
Diện tích: 5,5X6  mét đúc một trệt, một lầu, nhà mới, nội thất sang trọng, vào ở ngay có : 2 PN, 2 WC, bancon.
Vị trí: Nhà gần Bến xe Buýt Hiệp Thành, Gần công viên phần mềm Quang trung, Giáp Quận Gò Vấp cũ, thuận tiện đi về Tân Bình, Tân Phú…
Giá 1 tỷ 450 triệu. Thương lượng chủ nhà
( Căn 2: DT 3,2x9 mét, đúc một trệt, hai lầu có 3 Pn, 3 Wc, sân phơi. Nhà mới, đẹp, sạch sẽ vào ở ngay. Giá 1 tỷ 790 triệu)
Nhà khu dân cư hiện hữu,  Đất thổ cư, kê khai nhà riêng, Điện nước máy riêng. Mua bán ra công chứng vi bằng
LH ***( Bên em có rất nhiều nhà đất khu vực Hóc Môn, Quận 12, Gò Vấp cũ; Ánh chị kết bạn qua zalo gửi nhà cụ thể, Cám ơn nhiều!).",https://cdn.chotot.com/TYbPEXXwF3Ug5xn3dhpcASpu4EO-CFYRtDJMhSDc5mI/preset:listing/plain/acccfd4bef0ef42e8b978d592cf0bbcf-2966746211276544017.jpg,https://www.chotot.com/130262139.htm,2026-04-10T15:23:10.000Z,2026-04-10T15:34:27.366Z
chotot-131183578,chotot,"nhà 61m2 hẻm 1/ Tô Ngọc Vân, gần chợ Tam Hà Phạm Văn Đồng hẻm oto",Townhouse,SALE,4650000000,"4,65 tỷ",VND,61,76229508,"Đường Tô Ngọc Vân, Thành phố Thủ Đức, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Thành phố Thủ Đức,10.859649,106.74741,2,1,,,"Nhà cấp 4. Hẻm ô tô. Tô ngọc vân. Linh đông
Giá bán 4,65tỷ tl nhẹ
Diện tích 61m2 6,4x9,5m
Sổ hồng sạch. Sang tên ngay
Thiết kế nhà cấp 4 có 2pn
Hẻm 1/. Gần Phạm Văn Đồng
Lh",https://cdn.chotot.com/Fy4ka2S9MxkOoNNCgEr8EAp22hiqGfdBVDOacKa7W10/preset:listing/plain/19e4ad17414a68a31bf8be9b73661b3a-2975360402219934386.jpg,https://www.chotot.com/131183578.htm,2026-04-10T15:22:50.000Z,2026-04-10T15:34:27.366Z
chotot-131598555,chotot,NHÀ ĐẸP - HƠN 3TỶ - SHR - HXH - DTSD 72M2 - HẬU GIANG - 2 TẦNG - Q.6,Townhouse,SALE,3600000000,"3,6 tỷ",VND,36,100000000,"Đường Hậu Giang, Quận 6, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận 6,10.745162,106.63355,2,,,,"NHÀ ĐẸP RẺ - HƠN 3 TỶ - SHR - HXH - DTSD 72M2 - HẬU GIANG - 2 TẦNG - TRUNG TÂM QUẬN 6 - GIÁP QUẬN 5.
- Diện tích : 3m x 12m 
- Kết cấu : 2 tầng, 2PN, 
 - Nhà nằm khu vực đường Bình Tiên, khu dân cư hiện hữu, an ninh, tiện sinh sống lâu dài  
- Kết nối nhanh các quận: Quận 5, Quận 8, Quận 11, Quận Bình Tân, Quận 10  
- Gần các tuyến đường lớn: Đường Bình Tiên, Đường Võ Văn Kiệt, Đường Phạm Văn Chí, Đường Minh Phụng, Đường Kinh Dương Vương  
- Tiện ích xung quanh: Gần Chợ Bình Tiên, Bệnh viện Quận 6, Trường Tiểu học Bình Tiên, Trường THCS Hậu Giang, Siêu thị Co.opmart Hậu Giang, Siêu thị Mega M 
LH : Ngọc Diệp chuyên săn nhà quận 6.
Căn nhà sở hữu vị trí thuận tiện, khu dân cư hiện hữu, Khu vực tiềm năng tăng giá  dễ mua bán, thanh khoản tốt.",https://cdn.chotot.com/uT0boKCv7oI31fBgEBBrdzpgHfQ5dRo0jjpr6dA2DeU/preset:listing/plain/06479ba30969b8af25277c418d16e027-2978285545492180575.jpg,https://www.chotot.com/131598555.htm,2026-04-10T15:22:39.000Z,2026-04-10T15:34:27.366Z
chotot-130861204,chotot,"Bán nhà 414/1 Tân Kỳ Tân Quý cách AEON Tân Phú 100m,hẻm 21m - 14ty",Townhouse,SALE,14000000000,14 tỷ,VND,128,109375000,"Đường Tân Kỳ Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận Tân Phú,10.800476,106.62203,1,,1,5.5,"Bán nhà chính chủ 414/1 Tân Kỳ Tân Quý:
- 5,5mx24m, DT 128m².
- Lộ giới 21m, đường nhựa 15m, vỉa hè 3m.
- Cách AEON Tân Phú 100m.
- Chính chủ, sổ hồng riêng.
- Miễn tiếp báo - Miễn TIẾP QUẢNG CÁO
- Giá 14 tỷ.",https://cdn.chotot.com/ApscMQ7V0wLEVOta3GfSvD643CDgEEvtsEY345niVeU/preset:listing/plain/24113f692eaa3b855e7d0aaf250ad82e-2972913815424313874.jpg,https://www.chotot.com/130861204.htm,2026-04-10T15:21:21.000Z,2026-04-10T15:34:27.366Z
chotot-131750161,chotot,"Phân Lô Oto Tránh-Hoàng Quốc Việt-Cầu Giấy 102m,MT5m7,2 Mặt Ngõ,Gần Ph",Townhouse,SALE,34400000000,"34,4 tỷ",VND,102,337254902,"Đường Hoàng Quốc Việt, Quận Cầu Giấy, Hà Nội",Hà Nội,Quận Cầu Giấy,21.046318,105.804955,4,,,,"SIÊU MẪU PHÂN LÔ - HOÀNG QUỐC VIỆT - CẦU GIẤY - 2 MẶT NGÕ TRƯỚC SAU - OTO TRÁNH ĐỖ - BA BƯỚC RA PHỐ - DÂN TRÍ CAO

🏠Diện tích 102m, mặt tiền 5.7m

💵34.4 tỷ (có thương lượng)

📕Sổ đỏ chính chủ, vuông đẹp

☎️LH: Mr Thông *** (để xem nhà miễn phí)

#hoàng_quốc_việt #cầu_giấy #phân_lô #oto",https://cdn.chotot.com/B18pIHF3R92JTJnAghqWoNVW-ro6xZBJsI1mPB4hoIg/preset:listing/plain/1795a5d0efbe5611c593e41b3dfaa07f-2979355575970335349.jpg,https://www.chotot.com/131750161.htm,2026-04-10T15:21:14.000Z,2026-04-10T15:34:27.366Z
chotot-131750159,chotot,🍀 VÂN KIỀU AN CƯ 🍀SÁT MẶT TIỀN -  NGAY HÀNG XANH - 27M2,Townhouse,SALE,5980000000,"5,98 tỷ",VND,27,221481481,"Đường Bạch Đằng, Quận Bình Thạnh, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận Bình Thạnh,10.802875,106.711395,3,3,,,"Dự án: 
Thông tin chi tiết: 🍀 VÂN KIỀU AN CƯ 🍀  

🏡 NHÀ BẠCH ĐẰNG – GIA ĐỊNH – SÁT MẶT TIỀN  

✨ 3 TẦNG – FULL NỘI THẤT – Ở NGAY KHỎI SỬA  

📐 3.6 x 8 – 3 tầng – 3PN – 3WC – Giá 5.98 tỷ  

📍 Mô tả chi tiết:  
• Vị trí: Bạch Đằng, ngay Hàng Xanh – kết nối Q1, Q2, sân bay nhanh chóng  
• Diện tích: 27m², sổ nở hậu nhẹ tài lộc  
• Kết cấu: trệt + 2 lầu BTCT, thiết kế hiện đại, tối ưu công năng  
• Công năng: 3PN, 3WC, phòng khách, bếp, ban công, giếng trời thoáng sáng  
• Nội thất: tặng full – chỉ xách vali vào ở  
• Hẻm sạch, an ninh, dân trí cao – cách mặt tiền vài bước chân  
• Phù hợp: ở gia đình, làm văn phòng, khai thác cho thuê  

💰 Giá chốt: 5.98 tỷ (thương lượng chính chủ)  

📞 Alo ngay: ***8  
#Alo_***8_VânKiềuAnCư",https://cdn.chotot.com/zz8h-SHb3_U5vow8lAblzqvTxlLWDhd0lDSRl5Lz4zI/preset:listing/plain/e4217cf51af3bec29f4e40b8113b10d5-2979355500320547366.jpg,https://www.chotot.com/131750159.htm,2026-04-10T15:21:01.000Z,2026-04-10T15:34:27.366Z
chotot-129985867,chotot,Nhà 1 lầu đường 8m Tx33 Sát bên Ub Phường Thới An,Townhouse,SALE,4700000000,"4,7 tỷ",VND,56,83928571,"Đường Thạnh Xuân 33, Quận 12, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận 12,10.889942,106.67497,2,2,2,4,"Chủ gửi hàng thơm 
1/ TX33 Q12 Đường 8m sát Bên Ub Phường Thạnh Xuân cũ  Giờ là trung tâm Phường Thới An 
1 Trệt 1 Lầu 2 PN 3 WC
Diện tích 4x14m
 đường 8m 2 xe hơi né nhau.
Giá tốt chỉ 4,7 ty tl 
Hỗ trợ vay ngân hàng",https://cdn.chotot.com/IF_7DOZQc6Ycjr5QzJHjvurR1e9ZkfsvQqDjiEEkUIs/preset:listing/plain/d978f46955ef1365081c03e4b881233b-2972884696070518155.jpg,https://www.chotot.com/129985867.htm,2026-04-10T15:20:09.000Z,2026-04-10T15:34:27.367Z
chotot-131709204,chotot,🏡 CHÍNH CHỦ BÁN NHÀ GÒ VẤP – PHÁP LÝ RÕ RÀNG – SỔ HỒNG RIÊNG,Townhouse,SALE,5000000000,5 tỷ,VND,57,87719298,"Đường Nguyễn Kiệm, Quận Gò Vấp, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận Gò Vấp,10.824865,106.67936,3,,,,"Chính chủ bán nhà Nguyễn Kiệm, Gò Vấp – sát Phú Nhuận – 2 lầu BTCT

Diện tích: ~56m²
Kết cấu: 1 trệt 2 lầu, nhà BTCT kiên cố
Đã hoàn công đầy đủ
Hẻm ba gác, khu dân cư yên tĩnh
Sổ hồng riêng, sang tên nhanh

📍 Vị trí đẹp: giáp Phú Nhuận, gần sân bay, đi trung tâm cực tiện

💰 Giá: 5T – còn thương lượng

📞 Liên hệ: (SĐT) – ***",https://cdn.chotot.com/oDVkHTRbvngptlTv-AfRvpwDx2pQTjP1lZ9-6eVzk5s/preset:listing/plain/ec12fd18a5d218381b8c67d7aaf06725-2979053291139664501.jpg,https://www.chotot.com/131709204.htm,2026-04-10T15:20:09.000Z,2026-04-10T15:34:27.367Z
chotot-131750146,chotot,Nhà Phú Hoà - Thủ Dầu Một,House,SALE,6500000000,"6,5 tỷ",VND,100,65000000,"Đường nhựa 5m Thông, Thành phố Thủ Dầu Một, Bình Dương",Bình Dương,Thành phố Thủ Dầu Một,10.972611,106.685135,4,,,,"Dự án: 
Thông tin chi tiết: Nhà Phú Hoà - Thủ Dầu Một
- DT 102m2 (đã hoàn công)
- Xây dựng 1 trệt 2 lầu 4 phòng ngủ sân oto...
- Đường nhựa 5m thông thoáng
- Hướng Chính Bắc
- Giá bán 6,5tỷ tl
LH:  Minh Sang xem nhà (GC)",https://cdn.chotot.com/21JZny_kuP9d4T5H-fVRDPq-vMb_jwH3iHKlIQYOlOA/preset:listing/plain/176edb9f10f0437e3203242ec990821e-2979355647845108341.jpg,https://www.chotot.com/131750146.htm,2026-04-10T15:19:43.000Z,2026-04-10T15:34:27.367Z
chotot-131750142,chotot,Nhà Ngay Chợ Đường  1 Lầu Hẻm 5 m otto P Thới An Q12,Townhouse,SALE,3490000000,"3,49 tỷ",VND,44,79318182,"Đường Hà Huy Giáp, Quận 12, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận 12,10.872191,106.67686,2,2,1,4,"Dự án: 
Thông tin chi tiết: Chủ gửi 
❇️Nhà hà huy giáp thạnh xuân q12
✅Dt 3,9*11 đúc 1 lầu
✅Gồm 2 phòng ngủ,2wc,phòng khách,bếp
✅Hẻm xe hơi tận nhà
✅Cách hà huy giáp 300m
✅Sổ hồng riêng,mà mới vào ở liền
✅Giá 3 tỷ 490 triệu còn bớt
*** nc",https://cdn.chotot.com/5PBpirZZBUeAFgj1eWtkUy-bj7Kt7tStU61cLt9U9Xk/preset:listing/plain/70c206d0b73f01c77ec3fb7aacc9f798-2979354959990059225.jpg,https://www.chotot.com/131750142.htm,2026-04-10T15:19:25.000Z,2026-04-10T15:34:27.367Z
chotot-129197537,chotot,"Nhà 4 Tầng 5m x 20m Phạm Thế Hiển Quận 8, SHR Hoàn Công Đủ",House,SALE,8200000000,"8,2 tỷ",VND,100,82000000,"Phạm Thế Hiển, Quận 8, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận 8,10.71493,106.63096,4,,4,,"Nhà đẹp 4 tầng 5m x 20m KDC Phú Lợi đường Phạm Thế Hiển Q8, hoàn công đủ.
=====
Hiện trạng.
+ Sổ hồng riêng. Hoàn công đủ 
+ Nhà mới xách vali vào ở liền.
+ 5m x 20m.
+ 1 trệt 2 lầu sân thượng 4PN master 5WC.
+ Giếng trời thoát mát nội thất đẹp.
_ 1 Căn 8 tỷ 2
_ 2 Căn 8 tỷ 480
+ Đường Phạm Thế Hiển, Nguyễn Văn Linh, Trịnh Quang Nghị, Văn Tiến Dũng, Ql50, Lê Bôi.
+ Lh: Quan Nhà phố, xem nhà 24/7.",https://cdn.chotot.com/8BK0TfjrR8wXIB4N9VvtGFdFVcMFyNpQYDaeRGM0y-g/preset:listing/plain/8fe03d48d9030386939fc71247850fd3-2978417009874695461.jpg,https://www.chotot.com/129197537.htm,2026-04-10T15:18:28.000Z,2026-04-10T15:34:27.367Z
chotot-131692528,chotot,"MẶT TIỀN NGANG 5M HUỲNH TẤN PHÁT Q7 TIỆN VỪA Ở VỪA KINH DOANH 10,2 tỷ",House,SALE,10200000000,"10,2 tỷ",VND,50,204000000,"Đường Huỳnh Tấn Phát, Quận 7, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận 7,10.75477,106.72645,3,2,2,5,"Dự án: 
Thông tin chi tiết: ✅Nhà mặt tiền Huỳnh Tấn Phát, kế bên Quận 4, đoạn sầm uất nhất Quận 7.
🤝Diện tích ngang 5met thuận tiện kinh doanh, vỉa hè 3 mét rộng rãi
✅Nhà 1 lầu có 3 phòng ngủ.
🤝Tiện vừa ở vừa kinh doanh giá cực rẻ chỉ 10,2 tỷ",https://cdn.chotot.com/a1FPt_DiS_JppB79thVY0NX7eXIRzKUzWrXViqCZ5ss/preset:listing/plain/73e34ee268d918d98e028c90fa7cc365-2978986467396248918.jpg,https://www.chotot.com/131692528.htm,2026-04-10T15:18:08.000Z,2026-04-10T15:34:27.367Z
chotot-131750131,chotot,🚨 SIÊU PHẨM ĐỐI DIỆN LOTTE–HXH THÔNG–45m²–2 TẦNG BTCT– XE HƠI TỚI CỬA,Townhouse,SALE,3980000000,"3,98 tỷ",VND,45,88444444,"Đường Lê Đức Thọ, Quận Gò Vấp, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận Gò Vấp,10.842118,106.67632,2,2,2,,"🚨 SIÊU PHẨM ĐỐI DIỆN LOTTE – HXH THÔNG – NHỈNH 3 TỶ, 
🏠 45m² – 2 TẦNG BTCT – XE HƠI TỚI CỬA
💥 2PN – 2WC – Có sân xe –Kho Chứa Rộng rãi 
💥 Vị trí vàng Nguyễn Văn Lượng – đối diện Cityland
💥 SHR – nở hậu – hoàn công đủ
📞LH:Ms Linh chính chủ nhà phố",https://cdn.chotot.com/gNyhq16JlPs3LpmiDXj7uPbdsuClXg_gZ7iNklmwhSQ/preset:listing/plain/0f0666d48b361f35a84c7782e9841341-2979355191277603832.jpg,https://www.chotot.com/131750131.htm,2026-04-10T15:18:08.000Z,2026-04-10T15:34:27.367Z
chotot-130981256,chotot,🏡 BÁN NHÀ LÊ LỢI – HÓC MÔN – 128m² – Ô TÔ VÀO NHÀ 🚗,Townhouse,SALE,4200000000,"4,2 tỷ",VND,128,32812500,"Đường Lê Lợi, Huyện Hóc Môn, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Huyện Hóc Môn,10.893954,106.58624,2,2,1,5.5999,"Dự án: 
Thông tin chi tiết: 📍 Đường Lê Lợi, Hóc Môn

✨ Diện tích: 5.6m x 23m – Công nhận 128m² (ngang khủng hiếm có)
✨ Kết cấu: 1 trệt, mái tôn, nhà mới sạch đẹp – chỉ xách vali vào ở
✨ Công năng: 2PN, 1WC, phòng khách rộng, bếp thoáng, có giếng trời
✨ Hẻm ô tô chạy vô tận nhà – xe ngủ trong nhà

📜 Pháp lý: Sổ hồng riêng – chính chủ",https://cdn.chotot.com/bdcNWknhuq3NrtXvB_GwqmwI1_KC7x5-ccNv2AUCqx0/preset:listing/plain/9209bc31c358b238225429ea5b35fb37-2973847843114593782.jpg,https://www.chotot.com/130981256.htm,2026-04-10T15:17:42.000Z,2026-04-10T15:34:27.367Z
chotot-131369615,chotot,Hẻm Xe Hơi 4M - Phạm Văn Chiêu 17m2 1 Trệt 1 Lầu - Sát Mặt Tiền,Townhouse,SALE,2190000000,"2,19 tỷ",VND,17,128823529,"Phạm văn chiêu, Quận Gò Vấp, Tp Hồ Chí Minh",Tp Hồ Chí Minh,Quận Gò Vấp,10.850746,106.64534,1,,3,2.7,"🏡 Giá: 2.19 tỷ Hẻm Xe Hơi 4M
✅ Bán nhà Đường Phạm Văn Chiêu P.14 Quận Gò Vấp
📏 Diện tích: 3.3 x 5m, DTSD: 32m2
🏠 Kết cấu: 1 trệt 1 lầu suốt, có ban công
📍 Vị trí: Hẻm 1/, cách mặt tiền 10m, hẻm trước nhà 4m thông thoáng, căn góc thoáng mát , gần chợ thạch đà 100m , có chổ đậu xe hơi ngay đầu hẻm
🛍️ Tiện ích: Gần chợ, trường học, siêu thị
🏡 Giá: 2.19 tỷ bớt lộc",https://cdn.chotot.com/jQ0b_cakjHm72iEeh_tcKW32VcG8Su0FSsrUsoOtvew/preset:listing/plain/a6d7adbf7c3b31e03438e517e17c7b3a-2979355321373336852.jpg,https://www.chotot.com/131369615.htm,2026-04-10T15:17:27.000Z,2026-04-10T15:34:27.367Z
alonhadat-18438413,alonhadat,Nhà Phố Sora Bay -  Vị trí trung tâm kề phố cận biển - Chính Sách Đột phá siêu hấp dẫn,House,SALE,14890000000,"Giá: 14,89 tỷ",VND,115,129478261,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,18,,6,10,"Nhà Phố Sora Bay Hạ Long *CỖ MÁY * tạo ra dòng tiền với vị trí kim cương kề phố -Cận biển , hội tụ đầy đủ 3 yếu tố : vị trí siêu đẹp - Giá Tốt - Chính sách ưu đãi cực khủng!......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/4/6/thumbnails/20260406_101625_768417_4.jpg,https://alonhadat.com.vn/nha-pho-sora-bay-vi-tri-trung-tam-ke-pho-can-bien-chinh-sach-dot-pha-sieu-hap-dan-18438413.html,2026-04-06,2026-04-10T15:34:29.445Z
alonhadat-18431957,alonhadat,Sky M- Căn Hộ Mặt Biển Tại Hạ Long Giá chỉ bằng 1/2 căn hộ tại Hà Nội,House,SALE,4623000000,"Giá: 4,623 tỷ",VND,67,69000000,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,2,,,,Căn Hộ Mặt Biển Tại Hạ Long hội tụ đầy đủ 3 yếu tố: View Đẹp- Giá Tốt - Chính sách hấp dẫn hiếm có tại Hạ Long......  << Xem chi tiết >>,https://alonhadat.com.vn/files/properties/2026/4/4/thumbnails/20260404_094005_768417_2.jpg,https://alonhadat.com.vn/sky-m-can-ho-mat-bien-tai-ha-long-gia-chi-bang-1-2-can-ho-tai-ha-noi-18431957.html,2026-04-04,2026-04-10T15:34:29.446Z
alonhadat-16501300,alonhadat,"Cần bán khách sạn mini 16 phòng tiêu chuẩn 3 sao ngay Bãi Cháy, giá 16 tỷ",House,SALE,16000000000,Giá: 16 tỷ,VND,120,133333333,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,16,,5,10,"Cần bán gấp khách sạn 16 phòng hạng Superior và Deluxe sang trọng tại trung tâm du lịch Bãi Cháy, thành phố Hạ Long, kinh doanh cực tốt với lượng khách du lịch cực lớn.

Vị trí trung tâm nhất của trung tâm du lịch Bãi ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/5/14/thumbnails/016501300-2139-ban-nha-hang-khach-san-thanh-pho-ha-long-chinh-chu.jpg,https://alonhadat.com.vn/can-ban-khach-san-mini-16-phong-tieu-chuan-3-sao-ngay-bai-chay-gia-18-ty-16501300.html,2026-04-10,2026-04-10T15:34:29.447Z
alonhadat-18353185,alonhadat,"Bán liền kề 5 tầng thuận tiện làm khách sạn mini tại Hạ Long, giá chỉ từ 14,89 tỷ",House,SALE,14890000000,"Giá: 14,89 tỷ",VND,110,135363636,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,18,,6,10,"SỞ HỮU NHÀ PHỐ MẶT TIỀN HOÀNG QUỐC VIỆT CHỈ VỚI 3 BƯỚC CHÂM CHẠM BIỂN: TIN ĐƯỢC KHÔNG?

Không phải giấc mơ, đây là hiện thực ngay tại Sora Bay Halong - Trái tim của thủ phủ du lịch Hạ Long Marina!
Chỉ với mức giá khôn......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/3/23/thumbnails/018353185-4103-ban-nha-mat-tien-thanh-pho-ha-long.jpg,https://alonhadat.com.vn/ban-lien-ke-thuan-tien-lam-khach-san-mini-tai-ha-long-gia-chi-tu-14-89-ty-18353185.html,2026-04-10,2026-04-10T15:34:29.448Z
alonhadat-18033058,alonhadat,💎 ✨BÁN TỔ HỢP KHÁCH SẠN 5 SAO MORNING STAR – TRÁI TIM ĐẢO TUẦN CHÂU – QUẢNG NINH 💎 ✨,House,SALE,170000000000,Giá: 170 tỷ,VND,2388,71189280,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,120,,9,15,"💎 ✨BÁN TỔ HỢP KHÁCH SẠN 5 SAO MORNING STAR – TRÁI TIM ĐẢO TUẦN CHÂU – QUẢNG NINH 💎 ✨

Tọa lạc tại vị trí trung tâm đảo Tuần Châu – thiên đường du lịch của Hạ Long, nơi hội tụ những kỳ quan thiên nhiên kỳ vĩ được UNES......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/2/9/thumbnails/018033058-2657-ban-nha-hang-khach-san-thanh-pho-ha-long.jpg,https://alonhadat.com.vn/-ban-to-hop-khach-san-5-sao-morning-star-trai-tim-dao-tuan-chau-quang-ninh--18033058.html,2026-04-09,2026-04-10T15:34:29.449Z
